,"x",,,,,,"zeros",,,,
"12624",0.8133649832,-1,1,-1,-1,-1,1,1,,,
"12625",0.3844816458,0,-1,-1,-1,-1,0,,,,
"12626",1.2331768798,-1,-1,2,-1,-1,2,,2,,
"12627",2.1629844287,-1,-1,-1,3,-1,3,,,3,
"12628",1.7979773331,-1,-1,-1,3,-1,3,,,3,
"12629",-0.1031620179,0,-1,-1,-1,-1,0,,,,
"12630",2.9785199574,-1,-1,-1,-1,4,4,,,,4
"12631",0.5583462812,0,-1,-1,-1,-1,0,,,,
"12632",0.9686019686,-1,1,-1,-1,-1,1,1,,,
"12633",1.0103856756,-1,1,-1,-1,-1,1,1,,,
"12634",1.0809857323,-1,1,-1,-1,-1,1,1,,,
"12635",0.8941597199,-1,1,-1,-1,-1,1,1,,,
"12636",0.6969869387,0,-1,-1,-1,-1,0,,,,
"12637",1.5040751514,-1,-1,2,-1,-1,2,,2,,
"12638",1.8575557072,-1,-1,-1,3,-1,3,,,3,
"12639",1.1458225069,-1,1,-1,-1,-1,1,1,,,
"12640",0.9359434269,-1,1,-1,-1,-1,1,1,,,
"12641",1.0660972728,-1,1,-1,-1,-1,1,1,,,
"12642",0.8274018432,-1,1,-1,-1,-1,1,1,,,
"12643",0.8182766658,-1,1,-1,-1,-1,1,1,,,
"12644",0.1190934329,0,-1,-1,-1,-1,0,,,,
"12645",1.3232971397,-1,-1,2,-1,-1,2,,2,,
"12646",1.3809298391,-1,-1,2,-1,-1,2,,2,,
"12647",1.9294010276,-1,-1,-1,3,-1,3,,,3,
"12648",1.2310848208,-1,-1,2,-1,-1,2,,2,,
"12649",0.9664546765,-1,1,-1,-1,-1,1,1,,,
"12650",0.8499746504,-1,1,-1,-1,-1,1,1,,,
"12651",0.7606439665,0,-1,-1,-1,-1,0,,,,
"12652",1.1161431454,-1,1,-1,-1,-1,1,1,,,
"12653",1.5349407604,-1,-1,2,-1,-1,2,,2,,
"12654",0.8317242956,-1,1,-1,-1,-1,1,1,,,
"12655",1.1092781995,-1,1,-1,-1,-1,1,1,,,
"12656",1.193325886,-1,-1,2,-1,-1,2,,2,,
"12657",1.0847843023,-1,1,-1,-1,-1,1,1,,,
"12658",1.3042688322,-1,-1,2,-1,-1,2,,2,,
"12659",1.189483706,-1,-1,2,-1,-1,2,,2,,
"12660",0.938781464,-1,1,-1,-1,-1,1,1,,,
"12661",0.7860984087,0,-1,-1,-1,-1,0,,,,
"12662",0.797144676,0,-1,-1,-1,-1,0,,,,
"12663",0.7275051644,0,-1,-1,-1,-1,0,,,,
"12664",0.6741949175,0,-1,-1,-1,-1,0,,,,
"12665",1.4027682913,-1,-1,2,-1,-1,2,,2,,
"12666",0.0722486613,0,-1,-1,-1,-1,0,,,,
"12667",1.0376582305,-1,1,-1,-1,-1,1,1,,,
"12668",0.5477802863,0,-1,-1,-1,-1,0,,,,
"12669",0.6102157105,0,-1,-1,-1,-1,0,,,,
"12670",1.9596383072,-1,-1,-1,3,-1,3,,,3,
"12671",1.9404274074,-1,-1,-1,3,-1,3,,,3,
"12672",1.804990564,-1,-1,-1,3,-1,3,,,3,
"12673",1.8419715461,-1,-1,-1,3,-1,3,,,3,
"12674",0.759203149,0,-1,-1,-1,-1,0,,,,
"12675",0.7729946697,0,-1,-1,-1,-1,0,,,,
"12676",0.7731310513,0,-1,-1,-1,-1,0,,,,
"12677",1.0675380903,-1,1,-1,-1,-1,1,1,,,
"12678",0.1925107249,0,-1,-1,-1,-1,0,,,,
"12679",0.3279475682,0,-1,-1,-1,-1,0,,,,
"12680",0.2222876195,0,-1,-1,-1,-1,0,,,,
"12681",0.6751761819,0,-1,-1,-1,-1,0,,,,
"12682",1.1472840438,-1,1,-1,-1,-1,1,1,,,
"12683",0.9085886141,-1,1,-1,-1,-1,1,1,,,
"12684",0.9518131386,-1,1,-1,-1,-1,1,1,,,
"12685",0.3343722169,0,-1,-1,-1,-1,0,,,,
"12686",2.0974840035,-1,-1,-1,3,-1,3,,,3,
"12687",0.1843196547,0,-1,-1,-1,-1,0,,,,
"12688",0.0639453862,0,-1,-1,-1,-1,0,,,,
"12689",0.5429775613,0,-1,-1,-1,-1,0,,,,
"12690",0.3320690891,0,-1,-1,-1,-1,0,,,,
"12691",0.5577971614,0,-1,-1,-1,-1,0,,,,
"12692",1.0737816327,-1,1,-1,-1,-1,1,1,,,
"12693",0.7366303417,0,-1,-1,-1,-1,0,,,,
"12694",1.2567654531,-1,-1,2,-1,-1,2,,2,,
"12695",1.2567654531,-1,-1,2,-1,-1,2,,2,,
"12696",1.0310373808,-1,1,-1,-1,-1,1,1,,,
"12697",1.2317912834,-1,-1,2,-1,-1,2,,2,,
"12698",1.2927858901,-1,-1,2,-1,-1,2,,2,,
"12699",1.6485708356,-1,-1,2,-1,-1,2,,2,,
"12700",1.0645594826,-1,1,-1,-1,-1,1,1,,,
"12701",1.1285326971,-1,1,-1,-1,-1,1,1,,,
"12702",1.437401541,-1,-1,2,-1,-1,2,,2,,
"12703",2.0684930814,-1,-1,-1,3,-1,3,,,3,
"12704",1.8768643562,-1,-1,-1,3,-1,3,,,3,
"12705",1.5461206934,-1,-1,2,-1,-1,2,,2,,
"12706",1.3328797059,-1,-1,2,-1,-1,2,,2,,
"12707",1.5283506111,-1,-1,2,-1,-1,2,,2,,
"12708",1.3069449912,-1,-1,2,-1,-1,2,,2,,
"12709",1.4860866316,-1,-1,2,-1,-1,2,,2,,
"12710",1.5538962086,-1,-1,2,-1,-1,2,,2,,
"12711",0.7515187891,0,-1,-1,-1,-1,0,,,,
"12712",0.7577623315,0,-1,-1,-1,-1,0,,,,
"12713",1.7120884856,-1,-1,2,-1,-1,2,,2,,
"12714",2.8431302097,-1,-1,-1,-1,4,4,,,,4
"12715",0.226717245,0,-1,-1,-1,-1,0,,,,
"12716",2.186573002,-1,-1,-1,3,-1,3,,,3,
"12717",0.8158753033,-1,1,-1,-1,-1,1,1,,,
"12718",0.9637992316,-1,1,-1,-1,-1,1,1,,,
"12719",0.4218800455,0,-1,-1,-1,-1,0,,,,
"12720",0.3152595518,0,-1,-1,-1,-1,0,,,,
"12721",0.3685697987,0,-1,-1,-1,-1,0,,,,
"12722",0.3493588989,0,-1,-1,-1,-1,0,,,,
"12723",0.4199589555,0,-1,-1,-1,-1,0,,,,
"12724",0.462222935,0,-1,-1,-1,-1,0,,,,
"12725",0.3147792793,0,-1,-1,-1,-1,0,,,,
"12726",0.425241953,0,-1,-1,-1,-1,0,,,,
"12727",0.3719317061,0,-1,-1,-1,-1,0,,,,
"12728",0.4742297474,0,-1,-1,-1,-1,0,,,,
"12729",0.3291874541,0,-1,-1,-1,-1,0,,,,
"12730",0.3507997164,0,-1,-1,-1,-1,0,,,,
"12731",0.4305249504,0,-1,-1,-1,-1,0,,,,
"12732",0.3138187343,0,-1,-1,-1,-1,0,,,,
"12733",0.3483983539,0,-1,-1,-1,-1,0,,,,
"12734",0.4065113257,0,-1,-1,-1,-1,0,,,,
"12735",0.4410909453,0,-1,-1,-1,-1,0,,,,
"12736",0.4487753052,0,-1,-1,-1,-1,0,,,,
"12737",0.3335099066,0,-1,-1,-1,-1,0,,,,
"12738",0.3147792793,0,-1,-1,-1,-1,0,,,,
"12739",0.3949847858,0,-1,-1,-1,-1,0,,,,
"12740",0.3719317061,0,-1,-1,-1,-1,0,,,,
"12741",0.4627660624,0,-1,-1,-1,-1,0,,,,
"12742",1.265410358,-1,-1,2,-1,-1,2,,2,,
"12743",0.9935761262,-1,1,-1,-1,-1,1,1,,,
"12744",1.2010538437,-1,-1,2,-1,-1,2,,2,,
"12745",0.2325544481,0,-1,-1,-1,-1,0,,,,
"12746",0.6950568601,0,-1,-1,-1,-1,0,,,,
"12747",0.3867219187,0,-1,-1,-1,-1,0,,,,
"12748",0.8370072931,-1,1,-1,-1,-1,1,1,,,
"12749",2.1342784283,-1,-1,-1,3,-1,3,,,3,
"12750",1.3338881174,-1,-1,2,-1,-1,2,,2,,
"12751",-0.004915949,0,-1,-1,-1,-1,0,,,,
"12752",1.6236936387,-1,-1,2,-1,-1,2,,2,,
"12753",2.2881984832,-1,-1,-1,3,-1,3,,,3,
"12754",2.3251794653,-1,-1,-1,3,-1,3,,,3,
"12755",2.3386270951,-1,-1,-1,3,-1,3,,,3,
"12756",2.4332407765,-1,-1,-1,3,-1,3,,,3,
"12757",1.0483271905,-1,1,-1,-1,-1,1,1,,,
"12758",0.8965610823,-1,1,-1,-1,-1,1,1,,,
"12759",0.2307867924,0,-1,-1,-1,-1,0,,,,
"12760",0.7024143818,0,-1,-1,-1,-1,0,,,,
"12761",0.2816956768,0,-1,-1,-1,-1,0,,,,
"12762",0.8211583007,-1,1,-1,-1,-1,1,1,,,
"12763",0.7004072879,0,-1,-1,-1,-1,0,,,,
"12764",0.7714876171,0,-1,-1,-1,-1,0,,,,
"12765",0.6446956786,0,-1,-1,-1,-1,0,,,,
"12766",0.6730317558,0,-1,-1,-1,-1,0,,,,
"12767",0.6130973455,0,-1,-1,-1,-1,0,,,,
"12768",0.6399926052,0,-1,-1,-1,-1,0,,,,
"12769",0.1704382068,0,-1,-1,-1,-1,0,,,,
"12770",1.2260280134,-1,-1,2,-1,-1,2,,2,,
"12771",0.1415967566,0,-1,-1,-1,-1,0,,,,
"12772",2.1130544662,-1,-1,-1,3,-1,3,,,3,
"12773",1.9449590932,-1,-1,-1,3,-1,3,,,3,
"12774",-0.3083994625,0,-1,-1,-1,-1,0,,,,
"12775",0.8072303984,-1,1,-1,-1,-1,1,1,,,
"12776",0.7812956837,0,-1,-1,-1,-1,0,,,,
"12777",1.1514828116,-1,1,-1,-1,-1,1,1,,,
"12778",1.1482238694,-1,1,-1,-1,-1,1,1,,,
"12779",1.0166292059,-1,1,-1,-1,-1,1,1,,,
"12780",1.0243135658,-1,1,-1,-1,-1,1,1,,,
"12781",0.5694807111,0,-1,-1,-1,-1,0,,,,
"12782",1.1440479522,-1,1,-1,-1,-1,1,1,,,
"12783",1.0940996128,-1,1,-1,-1,-1,1,1,,,
"12784",1.2583528059,-1,-1,2,-1,-1,2,,2,,
"12785",1.375059022,-1,-1,2,-1,-1,2,,2,,
"12786",1.1291595049,-1,1,-1,-1,-1,1,1,,,
"12787",1.3496045798,-1,-1,2,-1,-1,2,,2,,
"12788",1.1671010319,-1,-1,2,-1,-1,2,,2,,
"12789",1.3020576028,-1,-1,2,-1,-1,2,,2,,
"12790",1.2352997261,-1,-1,2,-1,-1,2,,2,,
"12791",0.8470930154,-1,1,-1,-1,-1,1,1,,,
"12792",0.3836979245,0,-1,-1,-1,-1,0,,,,
"12793",0.6185511742,0,-1,-1,-1,-1,0,,,,
"12794",0.9874004498,-1,1,-1,-1,-1,1,1,,,
"12795",0.2338090755,0,-1,-1,-1,-1,0,,,,
"12796",0.3028123826,0,-1,-1,-1,-1,0,,,,
"12797",0.8105923059,-1,1,-1,-1,-1,1,1,,,
"12798",1.0252741108,-1,1,-1,-1,-1,1,1,,,
"12799",1.1165258847,-1,1,-1,-1,-1,1,1,,,
"12800",0.753439879,0,-1,-1,-1,-1,0,,,,
"12801",0.549377699,0,-1,-1,-1,-1,0,,,,
"12802",0.7505582441,0,-1,-1,-1,-1,0,,,,
"12803",0.88263318,-1,1,-1,-1,-1,1,1,,,
"12804",0.5076722897,0,-1,-1,-1,-1,0,,,,
"12805",0.4751923069,0,-1,-1,-1,-1,0,,,,
"12806",0.5894971605,0,-1,-1,-1,-1,0,,,,
"12807",0.4900807542,0,-1,-1,-1,-1,0,,,,
"12808",0.4473365022,0,-1,-1,-1,-1,0,,,,
"12809",0.4420535048,0,-1,-1,-1,-1,0,,,,
"12810",0.4415732323,0,-1,-1,-1,-1,0,,,,
"12811",0.4694290369,0,-1,-1,-1,-1,0,,,,
"12812",0.4727909444,0,-1,-1,-1,-1,0,,,,
"12813",0.4569419521,0,-1,-1,-1,-1,0,,,,
"12814",0.5131338339,0,-1,-1,-1,-1,0,,,,
"12815",0.5486739985,0,-1,-1,-1,-1,0,,,,
"12816",0.3969078903,0,-1,-1,-1,-1,0,,,,
"12817",3.7256102877,-1,-1,-1,-1,4,4,,,,4
"12818",0.7616045115,0,-1,-1,-1,-1,0,,,,
"12819",0.7201532305,0,-1,-1,-1,-1,0,,,,
"12820",0.6958071797,0,-1,-1,-1,-1,0,,,,
"12821",0.6881228198,0,-1,-1,-1,-1,0,,,,
"12822",0.7294262543,0,-1,-1,-1,-1,0,,,,
"12823",0.6953269072,0,-1,-1,-1,-1,0,,,,
"12824",0.6809187324,0,-1,-1,-1,-1,0,,,,
"12825",0.7227024394,0,-1,-1,-1,-1,0,,,,
"12826",0.7255840744,0,-1,-1,-1,-1,0,,,,
"12827",0.7217418944,0,-1,-1,-1,-1,0,,,,
"12828",0.6982085422,0,-1,-1,-1,-1,0,,,,
"12829",0.6991690872,0,-1,-1,-1,-1,0,,,,
"12830",0.6934058173,0,-1,-1,-1,-1,0,,,,
"12831",0.9767665889,-1,1,-1,-1,-1,1,1,,,
"12832",0.7636090335,0,-1,-1,-1,-1,0,,,,
"12833",1.5705437716,-1,-1,2,-1,-1,2,,2,,
"12834",1.2098591283,-1,-1,2,-1,-1,2,,2,,
"12835",2.1047592706,-1,-1,-1,3,-1,3,,,3,
"12836",1.9054461855,-1,-1,-1,3,-1,3,,,3,
"12837",2.1452209921,-1,-1,-1,3,-1,3,,,3,
"12838",3.0611006387,-1,-1,-1,-1,4,4,,,,4
"12839",2.237433311,-1,-1,-1,3,-1,3,,,3,
"12840",1.2907144702,-1,-1,2,-1,-1,2,,2,,
"12841",1.4919486453,-1,-1,2,-1,-1,2,,2,,
"12842",1.0078000529,-1,1,-1,-1,-1,1,1,,,
"12843",4.5032075535,-1,-1,-1,-1,4,4,,,,4
"12844",3.5820449094,-1,-1,-1,-1,4,4,,,,4
"12845",3.7064354855,-1,-1,-1,-1,4,4,,,,4
"12846",4.3255067306,-1,-1,-1,-1,4,4,,,,4
"12847",3.3193358551,-1,-1,-1,-1,4,4,,,,4
"12848",3.3236583075,-1,-1,-1,-1,4,4,,,,4
"12849",3.8154573417,-1,-1,-1,-1,4,4,,,,4
"12850",1.0276754733,-1,1,-1,-1,-1,1,1,,,
"12851",0.7410656138,0,-1,-1,-1,-1,0,,,,
"12852",0.0499506511,0,-1,-1,-1,-1,0,,,,
"12853",1.2442783682,-1,-1,2,-1,-1,2,,2,,
"12854",1.0334387432,-1,1,-1,-1,-1,1,1,,,
"12855",0.0167450162,0,-1,-1,-1,-1,0,,,,
"12856",1.3729462947,-1,-1,2,-1,-1,2,,2,,
"12857",0.1061809398,0,-1,-1,-1,-1,0,,,,
"12858",0.1129047547,0,-1,-1,-1,-1,0,,,,
"12859",0.0930596399,0,-1,-1,-1,-1,0,,,,
"12860",0.7173164768,0,-1,-1,-1,-1,0,,,,
"12861",0.8687052777,-1,1,-1,-1,-1,1,1,,,
"12862",1.1275721521,-1,1,-1,-1,-1,1,1,,,
"12863",0.9991188809,-1,1,-1,-1,-1,1,1,,,
"12864",0.7822562287,0,-1,-1,-1,-1,0,,,,
"12865",0.6799581874,0,-1,-1,-1,-1,0,,,,
"12866",0.6515191451,0,-1,-1,-1,-1,0,,,,
"12867",0.9426672418,-1,1,-1,-1,-1,1,1,,,
"12868",0.6914847273,0,-1,-1,-1,-1,0,,,,
"12869",0.6804384599,0,-1,-1,-1,-1,0,,,,
"12870",1.3430302924,-1,-1,2,-1,-1,2,,2,,
"12871",1.3079704003,-1,-1,2,-1,-1,2,,2,,
"12872",1.4462888786,-1,-1,2,-1,-1,2,,2,,
"12873",1.3603201022,-1,-1,2,-1,-1,2,,2,,
"12874",1.6134237067,-1,-1,2,-1,-1,2,,2,,
"12875",1.2974044054,-1,-1,2,-1,-1,2,,2,,
"12876",0.6975792789,0,-1,-1,-1,-1,0,,,,
"12877",0.7817759562,0,-1,-1,-1,-1,0,,,,
"12878",0.7836970462,0,-1,-1,-1,-1,0,,,,
"12879",0.9436524438,-1,1,-1,-1,-1,1,1,,,
"12880",1.6146720378,-1,-1,2,-1,-1,2,,2,,
"12881",1.0055829386,-1,1,-1,-1,-1,1,1,,,
"12882",0.9849312213,-1,1,-1,-1,-1,1,1,,,
"12883",0.9215993688,-1,1,-1,-1,-1,1,1,,,
"12884",1.82785761,-1,-1,-1,3,-1,3,,,3,
"12885",1.3475851157,-1,-1,2,-1,-1,2,,2,,
"12886",0.8048290359,-1,1,-1,-1,-1,1,1,,,
"12887",1.3131885336,-1,-1,2,-1,-1,2,,2,,
"12888",1.0324781982,-1,1,-1,-1,-1,1,1,,,
"12889",0.7231827119,0,-1,-1,-1,-1,0,,,,
"12890",-0.2435626758,0,-1,-1,-1,-1,0,,,,
"12891",0.3472574549,0,-1,-1,-1,-1,0,,,,
"12892",0.3170002878,0,-1,-1,-1,-1,0,,,,
"12893",0.3486982724,0,-1,-1,-1,-1,0,,,,
"12894",0.8941597199,-1,1,-1,-1,-1,1,1,,,
"12895",0.7356697968,0,-1,-1,-1,-1,0,,,,
"12896",0.8792712726,-1,1,-1,-1,-1,1,1,,,
"12897",1.0588931854,-1,1,-1,-1,-1,1,1,,,
"12898",0.4944700394,0,-1,-1,-1,-1,0,,,,
"12899",0.796184131,0,-1,-1,-1,-1,0,,,,
"12900",0.8696658227,-1,1,-1,-1,-1,1,1,,,
"12901",0.7760126863,0,-1,-1,-1,-1,0,,,,
"12902",0.8466127429,-1,1,-1,-1,-1,1,1,,,
"12903",0.5305996953,0,-1,-1,-1,-1,0,,,,
"12904",1.1246905171,-1,1,-1,-1,-1,1,1,,,
"12905",0.8798643647,-1,1,-1,-1,-1,1,1,,,
"12906",0.838928383,-1,1,-1,-1,-1,1,1,,,
"12907",0.7121364445,0,-1,-1,-1,-1,0,,,,
"12908",0.8086712159,-1,1,-1,-1,-1,1,1,,,
"12909",1.2108326291,-1,-1,2,-1,-1,2,,2,,
"12910",1.1373509375,-1,1,-1,-1,-1,1,1,,,
"12911",0.8485338329,-1,1,-1,-1,-1,1,1,,,
"12912",0.3769598736,0,-1,-1,-1,-1,0,,,,
"12913",0.7061875215,0,-1,-1,-1,-1,0,,,,
"12914",3.0314125266,-1,-1,-1,-1,4,4,,,,4
"12915",0.715498352,0,-1,-1,-1,-1,0,,,,
"12916",1.3871170814,-1,-1,2,-1,-1,2,,2,,
"12917",1.2569632354,-1,-1,2,-1,-1,2,,2,,
"12918",0.6890833648,0,-1,-1,-1,-1,0,,,,
"12919",0.8315046742,-1,1,-1,-1,-1,1,1,,,
"12920",0.8651237488,-1,1,-1,-1,-1,1,1,,,
"12921",0.9174734507,-1,1,-1,-1,-1,1,1,,,
"12922",0.5883712396,0,-1,-1,-1,-1,0,,,,
"12923",0.7404725217,0,-1,-1,-1,-1,0,,,,
"12924",2.4075780882,-1,-1,-1,3,-1,3,,,3,
"12925",0.8278264313,-1,1,-1,-1,-1,1,1,,,
"12926",1.735100687,-1,-1,-1,3,-1,3,,,3,
"12927",1.056491823,-1,1,-1,-1,-1,1,1,,,
"12928",2.0295727267,-1,-1,-1,3,-1,3,,,3,
"12929",0.4920686769,0,-1,-1,-1,-1,0,,,,
"12930",1.3135332641,-1,-1,2,-1,-1,2,,2,,
"12931",0.9225914538,-1,1,-1,-1,-1,1,1,,,
"12932",1.0575480247,-1,1,-1,-1,-1,1,1,,,
"12933",0.6594021269,0,-1,-1,-1,-1,0,,,,
"12934",1.3774095059,-1,-1,2,-1,-1,2,,2,,
"12935",0.9437234435,-1,1,-1,-1,-1,1,1,,,
"12936",0.7756280705,0,-1,-1,-1,-1,0,,,,
"12937",0.7804307955,0,-1,-1,-1,-1,0,,,,
"12938",0.6834157516,0,-1,-1,-1,-1,0,,,,
"12939",1.3831727758,-1,-1,2,-1,-1,2,,2,,
"12940",1.9042684321,-1,-1,-1,3,-1,3,,,3,
"12941",0.7420089959,0,-1,-1,-1,-1,0,,,,
"12942",0.9229760695,-1,1,-1,-1,-1,1,1,,,
"12943",1.3259246923,-1,-1,2,-1,-1,2,,2,,
"12944",0.8451719255,-1,1,-1,-1,-1,1,1,,,
"12945",1.5564554895,-1,-1,2,-1,-1,2,,2,,
"12946",5.7019129679,-1,-1,-1,-1,4,4,,,,4
"12947",4.7394468893,-1,-1,-1,-1,4,4,,,,4
"12948",2.0499933727,-1,-1,-1,3,-1,3,,,3,
"12949",0.8216385732,-1,1,-1,-1,-1,1,1,,,
"12950",0.7568017865,0,-1,-1,-1,-1,0,,,,
"12951",0.568912276,0,-1,-1,-1,-1,0,,,,
"12952",1.1724553355,-1,-1,2,-1,-1,2,,2,,
"12953",0.9032848973,-1,1,-1,-1,-1,1,1,,,
"12954",0.8384481105,-1,1,-1,-1,-1,1,1,,,
"12955",-0.141744907,0,-1,-1,-1,-1,0,,,,
"12956",0.0869984659,0,-1,-1,-1,-1,0,,,,
"12957",0.7452752466,0,-1,-1,-1,-1,0,,,,
"12958",1.4387546032,-1,-1,2,-1,-1,2,,2,,
"12959",1.4469192356,-1,-1,2,-1,-1,2,,2,,
"12960",0.1705992963,0,-1,-1,-1,-1,0,,,,
"12961",0.6606109061,0,-1,-1,-1,-1,0,,,,
"12962",0.703355158,0,-1,-1,-1,-1,0,,,,
"12963",0.2445612604,0,-1,-1,-1,-1,0,,,,
"12964",0.9417066968,-1,1,-1,-1,-1,1,1,,,
"12965",0.0695430795,0,-1,-1,-1,-1,0,,,,
"12966",0.4710932825,0,-1,-1,-1,-1,0,,,,
"12967",0.4744551899,0,-1,-1,-1,-1,0,,,,
"12968",0.7399922492,0,-1,-1,-1,-1,0,,,,
"12969",1.1547960162,-1,1,-1,-1,-1,1,1,,,
"12970",1.3544919681,-1,-1,2,-1,-1,2,,2,,
"12971",1.5043369864,-1,-1,2,-1,-1,2,,2,,
"12972",1.4993030627,-1,-1,2,-1,-1,2,,2,,
"12973",1.0550510055,-1,1,-1,-1,-1,1,1,,,
"12974",2.6687665863,-1,-1,-1,-1,4,4,,,,4
"12975",0.9066468047,-1,1,-1,-1,-1,1,1,,,
"12976",2.107808313,-1,-1,-1,3,-1,3,,,3,
"12977",-0.1921735189,0,-1,-1,-1,-1,0,,,,
"12978",-0.2435626758,0,-1,-1,-1,-1,0,,,,
"12979",0.8946269783,-1,1,-1,-1,-1,1,1,,,
"12980",0.9248971595,-1,1,-1,-1,-1,1,1,,,
"12981",0.3298886749,0,-1,-1,-1,-1,0,,,,
"12982",0.9571245524,-1,1,-1,-1,-1,1,1,,,
"12983",0.6958071797,0,-1,-1,-1,-1,0,,,,
"12984",0.6621881051,0,-1,-1,-1,-1,0,,,,
"12985",0.67659628,0,-1,-1,-1,-1,0,,,,
"12986",0.3524659764,0,-1,-1,-1,-1,0,,,,
"12987",0.4645628012,0,-1,-1,-1,-1,0,,,,
"12988",0.4439110839,0,-1,-1,-1,-1,0,,,,
"12989",0.7154622196,0,-1,-1,-1,-1,0,,,,
"12990",1.8632605456,-1,-1,-1,3,-1,3,,,3,
"12991",2.0049409314,-1,-1,-1,3,-1,3,,,3,
"12992",2.1523845872,-1,-1,-1,3,-1,3,,,3,
"12993",0.3854968861,0,-1,-1,-1,-1,0,,,,
"12994",1.1362477574,-1,1,-1,-1,-1,1,1,,,
"12995",1.1448294093,-1,1,-1,-1,-1,1,1,,,
"12996",0.4561141747,0,-1,-1,-1,-1,0,,,,
"12997",0.9935761262,-1,1,-1,-1,-1,1,1,,,
"12998",1.0247938383,-1,1,-1,-1,-1,1,1,,,
"12999",0.9032848973,-1,1,-1,-1,-1,1,1,,,
"13000",0.9085678947,-1,1,-1,-1,-1,1,1,,,
"13001",0.9978985786,-1,1,-1,-1,-1,1,1,,,
"13002",0.929219612,-1,1,-1,-1,-1,1,1,,,
"13003",1.3624254018,-1,-1,2,-1,-1,2,,2,,
"13004",1.0123067535,-1,1,-1,-1,-1,1,1,,,
"13005",0.9441080593,-1,1,-1,-1,-1,1,1,,,
"13006",1.6352201786,-1,-1,2,-1,-1,2,,2,,
"13007",1.0022210311,-1,1,-1,-1,-1,1,1,,,
"13008",1.0443108657,-1,1,-1,-1,-1,1,1,,,
"13009",0.6586520528,0,-1,-1,-1,-1,0,,,,
"13010",-0.176804799,0,-1,-1,-1,-1,0,,,,
"13011",1.1242102446,-1,1,-1,-1,-1,1,1,,,
"13012",0.7769732313,0,-1,-1,-1,-1,0,,,,
"13013",0.8663039152,-1,1,-1,-1,-1,1,1,,,
"13014",0.6693921925,0,-1,-1,-1,-1,0,,,,
"13015",0.6972479972,0,-1,-1,-1,-1,0,,,,
"13016",0.7827365012,0,-1,-1,-1,-1,0,,,,
"13017",1.0599658868,-1,1,-1,-1,-1,1,1,,,
"13018",1.3014462089,-1,-1,2,-1,-1,2,,2,,
"13019",1.418152425,-1,-1,2,-1,-1,2,,2,,
"13020",1.2231617924,-1,-1,2,-1,-1,2,,2,,
"13021",0.6828398224,0,-1,-1,-1,-1,0,,,,
"13022",1.240528948,-1,-1,2,-1,-1,2,,2,,
"13023",0.8494943779,-1,1,-1,-1,-1,1,1,,,
"13024",0.7692888714,0,-1,-1,-1,-1,0,,,,
"13025",0.3715058151,0,-1,-1,-1,-1,0,,,,
"13026",0.7586054455,0,-1,-1,-1,-1,0,,,,
"13027",0.5708189003,0,-1,-1,-1,-1,0,,,,
"13028",-0.0317625058,0,-1,-1,-1,-1,0,,,,
"13029",-0.2767014779,0,-1,-1,-1,-1,0,,,,
"13030",0.8485338329,-1,1,-1,-1,-1,1,1,,,
"13031",2.1804145498,-1,-1,-1,3,-1,3,,,3,
"13032",2.4887494911,-1,-1,-1,3,-1,3,,,3,
"13033",0.7140575345,0,-1,-1,-1,-1,0,,,,
"13034",0.6818792774,0,-1,-1,-1,-1,0,,,,
"13035",0.838928383,-1,1,-1,-1,-1,1,1,,,
"13036",1.1102823423,-1,1,-1,-1,-1,1,1,,,
"13037",0.7774535038,0,-1,-1,-1,-1,0,,,,
"13038",0.4580180327,0,-1,-1,-1,-1,0,,,,
"13039",0.4863541099,0,-1,-1,-1,-1,0,,,,
"13040",0.3859771586,0,-1,-1,-1,-1,0,,,,
"13041",3.6714916063,-1,-1,-1,-1,4,4,,,,4
"13042",3.8184549896,-1,-1,-1,-1,4,4,,,,4
"13043",0.276996362,0,-1,-1,-1,-1,0,,,,
"13044",0.2015935804,0,-1,-1,-1,-1,0,,,,
"13045",1.5566866882,-1,-1,2,-1,-1,2,,2,,
"13046",0.8956005374,-1,1,-1,-1,-1,1,1,,,
"13047",1.2447586407,-1,-1,2,-1,-1,2,,2,,
"13048",1.218823926,-1,-1,2,-1,-1,2,,2,,
"13049",0.9167325271,-1,1,-1,-1,-1,1,1,,,
"13050",1.2057975066,-1,-1,2,-1,-1,2,,2,,
"13051",1.1659939517,-1,-1,2,-1,-1,2,,2,,
"13052",1.0142278435,-1,1,-1,-1,-1,1,1,,,
"13053",1.7038406808,-1,-1,2,-1,-1,2,,2,,
"13054",0.2758430772,0,-1,-1,-1,-1,0,,,,
"13055",0.4547833197,0,-1,-1,-1,-1,0,,,,
"13056",0.4995287202,0,-1,-1,-1,-1,0,,,,
"13057",0.7122894351,0,-1,-1,-1,-1,0,,,,
"13058",1.3753927592,-1,-1,2,-1,-1,2,,2,,
"13059",0.7952235861,0,-1,-1,-1,-1,0,,,,
"13060",0.7025309947,0,-1,-1,-1,-1,0,,,,
"13061",0.5396156539,0,-1,-1,-1,-1,0,,,,
"13062",0.9969380337,-1,1,-1,-1,-1,1,1,,,
"13063",0.7832167737,0,-1,-1,-1,-1,0,,,,
"13064",0.883593725,-1,1,-1,-1,-1,1,1,,,
"13065",0.1964825223,0,-1,-1,-1,-1,0,,,,
"13066",1.0612945479,-1,1,-1,-1,-1,1,1,,,
"13067",1.30623352,-1,-1,2,-1,-1,2,,2,,
